customer_id,date,amount,category,channel,recurring_flag
2,2025-03-05 00:00:00,-647,shopping,direct_debit,0
2,2025-04-01 00:00:00,-900,food,transfer,0
2,2025-03-02 00:00:00,-985,rent,direct_debit,1
2,2025-01-19 00:00:00,-440,subscriptions,direct_debit,1
2,2025-03-07 00:00:00,-1850,shopping,card,0
2,2025-01-09 00:00:00,-1632,food,transfer,0
2,2025-02-13 00:00:00,-597,travel,card,0
2,2025-02-06 00:00:00,-661,shopping,direct_debit,0
2,2025-03-16 00:00:00,-1052,shopping,card,0
2,2025-02-27 00:00:00,-1041,travel,transfer,0
2,2025-02-12 00:00:00,-1612,travel,direct_debit,0
2,2025-02-18 00:00:00,-1960,subscriptions,transfer,1
2,2025-01-25 00:00:00,-539,shopping,direct_debit,0
2,2025-02-19 00:00:00,-1803,rent,transfer,1
2,2025-01-06 00:00:00,-1575,food,transfer,0
2,2025-04-01 00:00:00,-840,subscriptions,direct_debit,1
2,2025-03-25 00:00:00,-1064,rent,card,1
2,2025-01-17 00:00:00,-1258,travel,transfer,0
2,2025-01-13 00:00:00,-254,subscriptions,direct_debit,1
2,2025-02-28 00:00:00,3488,salary,direct_debit,1
2,2025-01-19 00:00:00,-1833,subscriptions,direct_debit,1
2,2025-01-20 00:00:00,3488,salary,transfer,1
2,2025-02-03 00:00:00,-1326,food,direct_debit,0
2,2025-02-20 00:00:00,-214,shopping,transfer,0
2,2025-03-28 00:00:00,-828,travel,transfer,0
2,2025-03-22 00:00:00,-1867,shopping,transfer,0
2,2025-03-11 00:00:00,3488,salary,direct_debit,1
2,2025-01-09 00:00:00,-1342,rent,direct_debit,1
2,2025-02-06 00:00:00,-1579,rent,card,1
3,2025-01-13 00:00:00,-1491,shopping,card,0
3,2025-02-26 00:00:00,-1471,rent,transfer,1
3,2025-01-04 00:00:00,7557,salary,transfer,1
3,2025-01-08 00:00:00,-784,food,transfer,0
3,2025-02-25 00:00:00,-550,rent,direct_debit,1
3,2025-02-22 00:00:00,-1446,travel,card,0
3,2025-01-22 00:00:00,-211,rent,direct_debit,1
3,2025-02-18 00:00:00,-1449,travel,card,0
3,2025-03-05 00:00:00,-343,travel,card,0
3,2025-03-01 00:00:00,-570,shopping,transfer,0
3,2025-02-02 00:00:00,-69,shopping,transfer,0
3,2025-02-06 00:00:00,-1169,shopping,card,0
3,2025-01-10 00:00:00,-1985,subscriptions,transfer,1
3,2025-03-17 00:00:00,-1358,food,transfer,0
3,2025-03-30 00:00:00,-985,food,transfer,0
3,2025-01-26 00:00:00,-1797,subscriptions,transfer,1
3,2025-01-14 00:00:00,-831,rent,direct_debit,1
3,2025-02-15 00:00:00,-655,travel,direct_debit,0
3,2025-02-07 00:00:00,7557,salary,direct_debit,1
3,2025-02-20 00:00:00,-66,food,direct_debit,0
3,2025-03-29 00:00:00,-150,shopping,direct_debit,0
3,2025-03-05 00:00:00,-1638,food,card,0
3,2025-03-19 00:00:00,-498,food,direct_debit,0
3,2025-01-25 00:00:00,-563,travel,direct_debit,0
3,2025-03-26 00:00:00,-1766,shopping,card,0
3,2025-03-22 00:00:00,7557,salary,direct_debit,1
3,2025-03-24 00:00:00,7557,salary,transfer,1
3,2025-02-26 00:00:00,7557,salary,direct_debit,1
3,2025-02-16 00:00:00,-319,shopping,card,0
3,2025-02-07 00:00:00,-1580,food,transfer,0
3,2025-01-23 00:00:00,-320,rent,direct_debit,1
3,2025-02-16 00:00:00,-1077,travel,transfer,0
3,2025-01-22 00:00:00,-1921,food,transfer,0
3,2025-02-07 00:00:00,-1832,shopping,transfer,0
3,2025-01-15 00:00:00,-204,subscriptions,card,1
3,2025-01-29 00:00:00,-1533,shopping,direct_debit,0
3,2025-02-20 00:00:00,-799,travel,card,0
3,2025-02-20 00:00:00,7557,salary,transfer,1
3,2025-03-10 00:00:00,7557,salary,transfer,1
3,2025-02-17 00:00:00,-1583,shopping,direct_debit,0
3,2025-02-03 00:00:00,-830,travel,direct_debit,0
3,2025-02-17 00:00:00,7557,salary,direct_debit,1
3,2025-01-30 00:00:00,-101,subscriptions,direct_debit,1
3,2025-03-13 00:00:00,-1924,food,direct_debit,0
3,2025-01-29 00:00:00,-179,shopping,direct_debit,0
3,2025-03-01 00:00:00,-668,shopping,direct_debit,0
3,2025-02-22 00:00:00,7557,salary,card,1
3,2025-01-06 00:00:00,7557,salary,transfer,1
3,2025-03-05 00:00:00,7557,salary,card,1
3,2025-01-31 00:00:00,-327,travel,transfer,0
3,2025-02-28 00:00:00,-1423,food,direct_debit,0
3,2025-03-31 00:00:00,-908,travel,direct_debit,0
3,2025-01-20 00:00:00,-1391,subscriptions,card,1
3,2025-03-04 00:00:00,-885,travel,transfer,0
3,2025-01-05 00:00:00,-808,shopping,card,0
3,2025-02-26 00:00:00,-1996,subscriptions,card,1
3,2025-02-16 00:00:00,7557,salary,direct_debit,1
3,2025-02-17 00:00:00,-1896,travel,direct_debit,0
3,2025-02-15 00:00:00,7557,salary,transfer,1
3,2025-02-05 00:00:00,-300,rent,transfer,1
3,2025-01-12 00:00:00,-484,shopping,direct_debit,0
3,2025-03-23 00:00:00,-93,travel,card,0
3,2025-02-12 00:00:00,-307,rent,direct_debit,1
3,2025-01-27 00:00:00,7557,salary,direct_debit,1
3,2025-01-27 00:00:00,-492,travel,card,0
3,2025-02-12 00:00:00,-1665,rent,direct_debit,1
3,2025-01-01 00:00:00,-1808,food,card,0
3,2025-01-17 00:00:00,-563,travel,card,0
3,2025-01-15 00:00:00,-1824,shopping,card,0
3,2025-01-17 00:00:00,7557,salary,transfer,1
3,2025-01-31 00:00:00,-713,travel,card,0
3,2025-01-23 00:00:00,-157,food,card,0
3,2025-02-23 00:00:00,-282,travel,direct_debit,0
3,2025-01-09 00:00:00,-968,subscriptions,transfer,1
3,2025-03-07 00:00:00,-273,travel,transfer,0
3,2025-03-06 00:00:00,-1986,rent,direct_debit,1
3,2025-01-06 00:00:00,-1654,shopping,direct_debit,0
4,2025-02-08 00:00:00,-1367,subscriptions,card,1
4,2025-01-08 00:00:00,-1785,subscriptions,transfer,1
4,2025-02-24 00:00:00,-271,shopping,transfer,0
4,2025-02-26 00:00:00,4674,salary,card,1
4,2025-02-11 00:00:00,-353,travel,card,0
4,2025-01-17 00:00:00,-1328,food,direct_debit,0
4,2025-03-16 00:00:00,-1508,travel,transfer,0
4,2025-02-18 00:00:00,-1136,travel,transfer,0
4,2025-02-28 00:00:00,-1289,travel,transfer,0
4,2025-01-13 00:00:00,-284,shopping,direct_debit,0
4,2025-03-25 00:00:00,-1526,travel,card,0
4,2025-02-25 00:00:00,-1868,subscriptions,card,1
4,2025-02-22 00:00:00,-1744,food,transfer,0
4,2025-02-21 00:00:00,-1544,subscriptions,card,1
4,2025-02-10 00:00:00,-690,subscriptions,direct_debit,1
4,2025-02-02 00:00:00,-362,food,direct_debit,0
4,2025-03-02 00:00:00,4674,salary,card,1
4,2025-01-11 00:00:00,4674,salary,transfer,1
4,2025-01-13 00:00:00,-1563,shopping,transfer,0
4,2025-01-17 00:00:00,-172,travel,direct_debit,0
4,2025-03-13 00:00:00,-725,travel,direct_debit,0
4,2025-01-16 00:00:00,-774,subscriptions,direct_debit,1
4,2025-02-24 00:00:00,-155,shopping,transfer,0
4,2025-03-18 00:00:00,-770,food,card,0
4,2025-03-15 00:00:00,-485,travel,card,0
4,2025-03-26 00:00:00,-509,subscriptions,card,1
4,2025-02-14 00:00:00,-802,travel,card,0
4,2025-02-05 00:00:00,-513,travel,transfer,0
4,2025-03-13 00:00:00,-1306,travel,direct_debit,0
4,2025-03-24 00:00:00,-103,travel,direct_debit,0
4,2025-03-26 00:00:00,-597,shopping,card,0
4,2025-01-24 00:00:00,-1489,food,transfer,0
4,2025-02-13 00:00:00,-62,food,card,0
4,2025-01-19 00:00:00,-1396,travel,transfer,0
4,2025-01-09 00:00:00,-1567,rent,direct_debit,1
4,2025-01-04 00:00:00,4674,salary,direct_debit,1
4,2025-03-09 00:00:00,-820,rent,transfer,1
4,2025-02-28 00:00:00,-372,food,transfer,0
4,2025-02-09 00:00:00,-714,shopping,direct_debit,0
4,2025-03-18 00:00:00,4674,salary,card,1
4,2025-01-20 00:00:00,-1595,rent,direct_debit,1
4,2025-01-07 00:00:00,-217,shopping,transfer,0
4,2025-02-26 00:00:00,-918,shopping,transfer,0
4,2025-03-19 00:00:00,-898,subscriptions,transfer,1
4,2025-01-28 00:00:00,-283,travel,transfer,0
4,2025-02-25 00:00:00,4674,salary,transfer,1
4,2025-03-28 00:00:00,-1264,shopping,transfer,0
4,2025-03-09 00:00:00,-681,shopping,card,0
4,2025-01-29 00:00:00,-1277,subscriptions,card,1
4,2025-01-01 00:00:00,-667,rent,card,1
4,2025-01-18 00:00:00,-642,food,transfer,0
4,2025-01-16 00:00:00,4674,salary,transfer,1
4,2025-02-25 00:00:00,-314,rent,transfer,1
4,2025-03-10 00:00:00,-521,shopping,direct_debit,0
4,2025-03-13 00:00:00,-1701,shopping,transfer,0
4,2025-01-10 00:00:00,-1814,subscriptions,direct_debit,1
4,2025-01-06 00:00:00,-88,subscriptions,transfer,1
4,2025-01-10 00:00:00,-1229,food,transfer,0
4,2025-03-15 00:00:00,-1503,subscriptions,direct_debit,1
4,2025-02-23 00:00:00,-285,food,transfer,0
4,2025-01-03 00:00:00,-401,food,direct_debit,0
4,2025-02-28 00:00:00,-1933,shopping,transfer,0
4,2025-01-12 00:00:00,-1779,subscriptions,card,1
4,2025-02-01 00:00:00,-1256,subscriptions,transfer,1
4,2025-03-09 00:00:00,4674,salary,transfer,1
4,2025-02-09 00:00:00,-745,shopping,card,0
4,2025-02-12 00:00:00,-206,rent,direct_debit,1
4,2025-03-23 00:00:00,4674,salary,direct_debit,1
4,2025-03-07 00:00:00,-1905,rent,transfer,1
4,2025-02-14 00:00:00,-1727,shopping,direct_debit,0
4,2025-01-19 00:00:00,-260,rent,card,1
4,2025-02-02 00:00:00,-405,rent,direct_debit,1
4,2025-01-20 00:00:00,-204,shopping,card,0
4,2025-03-22 00:00:00,-1000,subscriptions,direct_debit,1
4,2025-03-16 00:00:00,-1444,subscriptions,direct_debit,1
4,2025-03-24 00:00:00,-1329,shopping,transfer,0
4,2025-03-22 00:00:00,-359,food,transfer,0
4,2025-01-09 00:00:00,-955,subscriptions,direct_debit,1
4,2025-02-08 00:00:00,-1261,food,card,0
4,2025-02-15 00:00:00,-201,travel,transfer,0
4,2025-03-01 00:00:00,-127,subscriptions,card,1
4,2025-02-17 00:00:00,-207,food,direct_debit,0
4,2025-01-12 00:00:00,-1266,travel,direct_debit,0
5,2025-03-01 00:00:00,-1185,travel,direct_debit,0
5,2025-01-06 00:00:00,-1911,subscriptions,direct_debit,1
5,2025-03-25 00:00:00,-708,rent,direct_debit,1
5,2025-03-02 00:00:00,-358,travel,card,0
5,2025-02-27 00:00:00,4291,salary,transfer,1
5,2025-01-11 00:00:00,-1373,travel,card,0
5,2025-01-06 00:00:00,-1499,rent,transfer,1
5,2025-02-26 00:00:00,-1120,travel,direct_debit,0
5,2025-01-21 00:00:00,-813,food,transfer,0
5,2025-02-19 00:00:00,-1636,subscriptions,transfer,1
5,2025-03-28 00:00:00,-157,travel,direct_debit,0
5,2025-03-24 00:00:00,-184,food,transfer,0
5,2025-01-13 00:00:00,-1439,travel,transfer,0
5,2025-02-06 00:00:00,-1532,food,direct_debit,0
5,2025-03-19 00:00:00,-732,rent,card,1
5,2025-03-16 00:00:00,-339,shopping,transfer,0
5,2025-02-09 00:00:00,-1480,shopping,direct_debit,0
5,2025-02-20 00:00:00,-1268,rent,direct_debit,1
5,2025-01-11 00:00:00,-1194,food,transfer,0
5,2025-03-24 00:00:00,-1715,food,card,0
5,2025-03-27 00:00:00,-1747,shopping,direct_debit,0
5,2025-03-29 00:00:00,-241,travel,direct_debit,0
5,2025-03-27 00:00:00,-1091,subscriptions,transfer,1
5,2025-01-03 00:00:00,-682,food,card,0
5,2025-01-28 00:00:00,-1990,food,transfer,0
5,2025-01-25 00:00:00,-331,rent,card,1
5,2025-01-10 00:00:00,-1779,food,card,0
5,2025-03-06 00:00:00,-1760,travel,direct_debit,0
5,2025-03-09 00:00:00,4291,salary,direct_debit,1
5,2025-02-13 00:00:00,-318,travel,direct_debit,0
5,2025-02-18 00:00:00,-382,rent,card,1
5,2025-03-30 00:00:00,-1706,travel,card,0
5,2025-02-26 00:00:00,4291,salary,transfer,1
5,2025-02-16 00:00:00,-1523,shopping,card,0
5,2025-02-26 00:00:00,-633,travel,direct_debit,0
5,2025-02-27 00:00:00,-1143,rent,card,1
5,2025-02-09 00:00:00,-1901,subscriptions,card,1
5,2025-02-17 00:00:00,-1989,shopping,direct_debit,0
5,2025-02-26 00:00:00,-1625,subscriptions,transfer,1
5,2025-02-18 00:00:00,-1130,travel,transfer,0
5,2025-01-21 00:00:00,-1690,rent,direct_debit,1
5,2025-01-18 00:00:00,-156,food,direct_debit,0
5,2025-03-03 00:00:00,-1185,food,card,0
5,2025-03-08 00:00:00,4291,salary,transfer,1
5,2025-01-11 00:00:00,-608,rent,transfer,1
5,2025-03-07 00:00:00,-1751,rent,transfer,1
5,2025-01-12 00:00:00,-1722,rent,transfer,1
5,2025-02-14 00:00:00,4291,salary,transfer,1
5,2025-01-07 00:00:00,-1078,subscriptions,transfer,1
5,2025-01-31 00:00:00,-217,subscriptions,transfer,1
5,2025-01-29 00:00:00,4291,salary,transfer,1
5,2025-01-13 00:00:00,-1381,shopping,transfer,0
5,2025-01-19 00:00:00,-128,rent,transfer,1
5,2025-03-02 00:00:00,-1752,shopping,card,0
5,2025-04-01 00:00:00,-968,subscriptions,direct_debit,1
5,2025-01-01 00:00:00,4291,salary,card,1
5,2025-02-02 00:00:00,-1760,rent,card,1
5,2025-03-12 00:00:00,-1296,shopping,direct_debit,0
5,2025-02-24 00:00:00,4291,salary,transfer,1
5,2025-01-31 00:00:00,-299,food,card,0
5,2025-01-31 00:00:00,-1358,subscriptions,direct_debit,1
5,2025-02-28 00:00:00,4291,salary,card,1
5,2025-03-05 00:00:00,-1147,travel,card,0
5,2025-03-22 00:00:00,-1227,travel,card,0
5,2025-01-19 00:00:00,-929,food,card,0
5,2025-03-20 00:00:00,-542,food,direct_debit,0
5,2025-02-23 00:00:00,-1410,rent,direct_debit,1
5,2025-01-11 00:00:00,-788,travel,card,0
5,2025-03-09 00:00:00,-1089,travel,direct_debit,0
5,2025-03-12 00:00:00,4291,salary,transfer,1
5,2025-03-02 00:00:00,4291,salary,direct_debit,1
5,2025-02-19 00:00:00,-569,food,direct_debit,0
5,2025-01-03 00:00:00,-1664,food,card,0
5,2025-02-14 00:00:00,-1551,rent,direct_debit,1
6,2025-01-14 00:00:00,-1555,travel,transfer,0
6,2025-01-18 00:00:00,6814,salary,transfer,1
6,2025-03-11 00:00:00,-1716,food,direct_debit,0
6,2025-01-23 00:00:00,-1001,shopping,direct_debit,0
6,2025-03-03 00:00:00,-423,shopping,card,0
6,2025-01-09 00:00:00,-1639,shopping,transfer,0
6,2025-01-05 00:00:00,-462,food,card,0
6,2025-01-26 00:00:00,6814,salary,transfer,1
6,2025-02-09 00:00:00,-865,travel,direct_debit,0
6,2025-03-02 00:00:00,-124,food,direct_debit,0
6,2025-01-25 00:00:00,-781,food,card,0
6,2025-03-25 00:00:00,-609,food,card,0
6,2025-02-17 00:00:00,-1871,subscriptions,transfer,1
6,2025-02-26 00:00:00,-744,subscriptions,card,1
6,2025-03-05 00:00:00,-1068,shopping,transfer,0
6,2025-03-08 00:00:00,-1690,food,card,0
6,2025-02-24 00:00:00,6814,salary,transfer,1
6,2025-03-19 00:00:00,-1167,rent,transfer,1
6,2025-02-11 00:00:00,6814,salary,card,1
6,2025-02-11 00:00:00,-655,shopping,transfer,0
6,2025-02-27 00:00:00,-1519,travel,transfer,0
6,2025-01-22 00:00:00,-959,shopping,transfer,0
6,2025-02-27 00:00:00,6814,salary,direct_debit,1
6,2025-02-15 00:00:00,-940,travel,transfer,0
6,2025-03-23 00:00:00,6814,salary,card,1
6,2025-03-27 00:00:00,-881,shopping,transfer,0
6,2025-03-07 00:00:00,-1441,shopping,card,0
6,2025-01-04 00:00:00,-1788,rent,direct_debit,1
6,2025-03-28 00:00:00,-121,subscriptions,card,1
6,2025-01-09 00:00:00,-1644,rent,direct_debit,1
6,2025-02-16 00:00:00,-834,food,direct_debit,0
6,2025-01-05 00:00:00,-364,travel,direct_debit,0
6,2025-02-27 00:00:00,-811,food,transfer,0
6,2025-01-10 00:00:00,-331,travel,direct_debit,0
6,2025-02-16 00:00:00,-693,subscriptions,direct_debit,1
6,2025-02-05 00:00:00,-282,rent,card,1
6,2025-01-24 00:00:00,-1110,subscriptions,transfer,1
6,2025-03-13 00:00:00,6814,salary,transfer,1
6,2025-02-03 00:00:00,-963,shopping,card,0
6,2025-03-20 00:00:00,-1471,food,transfer,0
6,2025-01-26 00:00:00,6814,salary,card,1
6,2025-01-10 00:00:00,-403,subscriptions,direct_debit,1
6,2025-02-26 00:00:00,6814,salary,direct_debit,1
6,2025-02-10 00:00:00,-761,shopping,direct_debit,0
6,2025-01-09 00:00:00,-1160,travel,transfer,0
6,2025-02-08 00:00:00,-1507,rent,direct_debit,1
6,2025-03-31 00:00:00,-406,shopping,transfer,0
6,2025-03-07 00:00:00,-298,rent,card,1
6,2025-01-18 00:00:00,-1668,rent,transfer,1
6,2025-01-04 00:00:00,-1184,food,direct_debit,0
6,2025-02-17 00:00:00,-1695,subscriptions,direct_debit,1
6,2025-01-17 00:00:00,-1860,travel,card,0
6,2025-01-09 00:00:00,-865,food,direct_debit,0
6,2025-03-03 00:00:00,-891,travel,transfer,0
6,2025-03-15 00:00:00,6814,salary,card,1
6,2025-02-10 00:00:00,-201,shopping,transfer,0
6,2025-03-01 00:00:00,-1109,shopping,transfer,0
6,2025-01-17 00:00:00,-1360,travel,direct_debit,0
6,2025-01-24 00:00:00,-936,rent,direct_debit,1
6,2025-01-08 00:00:00,6814,salary,direct_debit,1
6,2025-01-20 00:00:00,-387,food,card,0
6,2025-02-11 00:00:00,-511,shopping,transfer,0
6,2025-03-08 00:00:00,-1782,food,card,0
6,2025-02-02 00:00:00,-1350,rent,direct_debit,1
6,2025-02-05 00:00:00,-1330,rent,transfer,1
6,2025-03-20 00:00:00,-241,travel,direct_debit,0
6,2025-03-24 00:00:00,-1262,rent,direct_debit,1
6,2025-01-20 00:00:00,-1399,rent,direct_debit,1
6,2025-03-19 00:00:00,-1775,food,direct_debit,0
6,2025-01-06 00:00:00,6814,salary,card,1
6,2025-01-06 00:00:00,-1629,shopping,direct_debit,0
6,2025-02-03 00:00:00,-481,shopping,direct_debit,0
6,2025-02-23 00:00:00,-1358,travel,card,0
6,2025-03-05 00:00:00,-1167,shopping,transfer,0
6,2025-03-24 00:00:00,-1039,food,card,0
6,2025-03-29 00:00:00,-659,subscriptions,transfer,1
6,2025-01-10 00:00:00,-172,shopping,card,0
6,2025-02-26 00:00:00,-1041,subscriptions,transfer,1
6,2025-01-27 00:00:00,-1292,food,card,0
6,2025-02-10 00:00:00,-703,shopping,direct_debit,0
6,2025-02-14 00:00:00,-317,subscriptions,transfer,1
6,2025-03-07 00:00:00,-267,travel,transfer,0
6,2025-01-31 00:00:00,-300,subscriptions,transfer,1
6,2025-02-27 00:00:00,-338,rent,card,1
6,2025-01-07 00:00:00,-1986,food,transfer,0
6,2025-03-20 00:00:00,-558,subscriptions,card,1
6,2025-02-11 00:00:00,-1526,travel,transfer,0
6,2025-01-25 00:00:00,-1070,rent,direct_debit,1
6,2025-03-01 00:00:00,-1850,subscriptions,transfer,1
6,2025-03-05 00:00:00,6814,salary,card,1
7,2025-03-06 00:00:00,-543,subscriptions,card,1
7,2025-03-16 00:00:00,-149,food,card,0
7,2025-02-06 00:00:00,-1273,subscriptions,direct_debit,1
7,2025-03-28 00:00:00,-635,subscriptions,direct_debit,1
7,2025-01-02 00:00:00,5803,salary,transfer,1
7,2025-01-18 00:00:00,-1539,food,transfer,0
7,2025-02-21 00:00:00,-142,food,transfer,0
7,2025-01-07 00:00:00,-1200,travel,card,0
7,2025-02-16 00:00:00,-641,travel,card,0
7,2025-02-19 00:00:00,-972,travel,direct_debit,0
7,2025-02-05 00:00:00,-1443,travel,direct_debit,0
7,2025-01-16 00:00:00,-248,rent,transfer,1
7,2025-02-17 00:00:00,-1192,food,transfer,0
7,2025-01-19 00:00:00,-1283,rent,direct_debit,1
7,2025-02-21 00:00:00,-132,travel,card,0
7,2025-01-05 00:00:00,-1511,rent,transfer,1
7,2025-03-02 00:00:00,-985,travel,card,0
7,2025-03-19 00:00:00,-336,travel,transfer,0
7,2025-03-20 00:00:00,-382,food,transfer,0
7,2025-03-20 00:00:00,-1775,shopping,transfer,0
7,2025-03-17 00:00:00,-1088,food,direct_debit,0
7,2025-03-10 00:00:00,-1501,subscriptions,direct_debit,1
7,2025-02-08 00:00:00,-1720,subscriptions,card,1
7,2025-02-17 00:00:00,-1429,food,card,0
7,2025-02-23 00:00:00,-680,travel,direct_debit,0
7,2025-03-30 00:00:00,-104,shopping,direct_debit,0
7,2025-03-02 00:00:00,-1392,food,direct_debit,0
7,2025-03-15 00:00:00,-1527,rent,card,1
7,2025-03-16 00:00:00,-399,subscriptions,direct_debit,1
